1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999610626011892212e-01,-8.824583927908042497e-03,0.000000000000000000e+00,8.824583927908042497e-03,9.999610626011892212e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.998442534369987866e-01,-1.764848064312860357e-02,0.000000000000000000e+00,1.764848064312860357e-02,9.998442534369987866e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00
9.996495816039184801e-01,-2.647100298649074368e-02,0.000000000000000000e+00,2.647100298649074368e-02,9.996495816039184801e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.993770622619783106e-01,-3.529146390585247844e-02,0.000000000000000000e+00,3.529146390585247844e-02,9.993770622619783106e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.990267166335666804e-01,-4.410917650960476111e-02,0.000000000000000000e+00,4.410917650960476111e-02,9.990267166335666804e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.985985720017784839e-01,-5.292345412016309647e-02,0.000000000000000000e+00,5.292345412016309647e-02,9.985985720017784839e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.980926617082901409e-01,-6.173361032744238003e-02,0.000000000000000000e+00,6.173361032744238003e-02,9.980926617082901409e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.975090251507640060e-01,-7.053895904231100022e-02,0.000000000000000000e+00,7.053895904231100022e-02,9.975090251507640060e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00
9.968477077797779362e-01,-7.933881455001967620e-02,0.000000000000000000e+00,7.933881455001967620e-02,9.968477077797779362e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.961087610952890081e-01,-8.813249156360176972e-02,0.000000000000000000e+00,8.813249156360176972e-02,9.961087610952890081e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.952922426426207281e-01,-9.691930527723945088e-02,0.000000000000000000e+00,9.691930527723945088e-02,9.952922426426207281e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.943982160079821719e-01,-1.056985714195930320e-01,0.000000000000000000e+00,1.056985714195930320e-01,9.943982160079821719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00
9.934267508135163904e-01,-1.144696063070883840e-01,0.000000000000000000e+00,1.144696063070883840e-01,9.934267508135163904e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
