1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-4.849437527563915497e-18,5.398695882682971260e-18,4.849437527563915497e-18,1.000000000000000000e+00,5.126713108013170727e-17,-5.398695882682971260e-18,-5.126713108013170727e-17,1.000000000000000000e+00
9.999999985229302002e-01,2.421924173189028584e-05,4.865765912702472117e-05,-2.412309780631447558e-05,9.999980494821313348e-01,-1.974955697985246884e-03,-4.870539614885042659e-05,1.974954521294629544e-03,9.999980485893075199e-01
9.999999900919586127e-01,-9.898102824150468857e-06,1.404211885697758452e-04,1.062291349051187047e-05,9.999866734868602114e-01,-5.162628771983758004e-03,-1.403682170145332511e-04,5.162630212514356456e-03,9.999866636840974987e-01
9.999999684918191578e-01,-2.176521731976876396e-05,2.500852572512261146e-04,2.402995053177895492e-05,9.999589623866773636e-01,-9.059413067146363657e-03,-2.498778142549452821e-04,9.059418791237099783e-03,9.999589314028065612e-01
9.999999247012328896e-01,-9.048299260853203611e-05,3.773729672596657595e-04,9.549836257232116490e-05,9.999113942096696794e-01,-1.331144656817773511e-02,-3.761350703082149685e-04,1.331148160434267314e-02,9.999113275585521654e-01
9.999998659500825005e-01,-5.945815408222350094e-05,5.143583815503670635e-04,6.868915486496311729e-05,9.998386091411693988e-01,-1.796527073139778802e-02,-5.132071869741452672e-04,1.796530365399726104e-02,9.998384791970166274e-01
9.999997810229307449e-01,-8.274446800376752747e-05,6.565877271862574248e-04,9.760510089391854344e-05,9.997431005039894014e-01,-2.266546862332433424e-02,-6.545436079867632002e-04,2.266552774641780732e-02,9.997428896594572345e-01
9.999996640422229577e-01,-1.639572144371251501e-04,8.031397592267567904e-04,1.858126564510254443e-04,9.996275836116533808e-01,-2.728845097077253756e-02,-7.983665184108155836e-04,2.728859103653738169e-02,9.996272782443179628e-01
9.999995350279096140e-01,-1.597294069162544369e-04,9.510154998105478088e-04,1.899771631316617712e-04,9.994913318981227812e-01,-3.189108604602204633e-02,-9.454378043013563458e-04,3.189125188878385447e-02,9.994908975074884294e-01
9.999993818731390816e-01,-1.569882336263592204e-04,1.100730681919790885e-03,1.967485519484232261e-04,9.993439951195303150e-01,-3.621519996554370402e-02,-1.094323236947351841e-03,3.621539414712358906e-02,9.993434082853711597e-01
9.999992024685717684e-01,-1.529599293891248065e-04,1.253660831401370249e-03,2.030583738710771023e-04,9.991972741075775266e-01,-4.005953298884116359e-02,-1.246526982054353607e-03,4.005975560643441902e-02,9.991965082761429251e-01
9.999990012941096795e-01,-1.363879620896104737e-04,1.406701498775385362e-03,1.970093558881561274e-04,9.990670722932244452e-01,-4.318502340811514184e-02,-1.399499230636589483e-03,4.318525741233408821e-02,9.990661013887591757e-01
9.999987561323047114e-01,-1.946182017152036758e-04,1.565202095105394393e-03,2.652444398827103183e-04,9.989756627522872190e-01,-4.524991573490533964e-02,-1.554792343071087751e-03,4.525027461114995014e-02,9.989744717801282148e-01
9.999984939547008622e-01,-1.806483670492618841e-04,1.726109642308397418e-03,2.601022103246013336e-04,9.989348644414978162e-01,-4.614183513999971231e-02,-1.715935654379803846e-03,4.614221461323901596e-02,9.989334069873808675e-01
9.999981998676161776e-01,-1.699913761419411678e-04,1.889805402436281825e-03,2.557909797390446561e-04,9.989645707801623198e-01,-4.549418530956603202e-02,-1.880115023535562299e-03,4.549458680918516684e-02,9.989628159939489827e-01
9.999978606674848614e-01,-1.771752654652850728e-04,2.060890433515634532e-03,2.656492118891800474e-04,9.990746392505533979e-01,-4.300923897110243976e-02,-2.051363193067383753e-03,4.300969443395848135e-02,9.990725489641621992e-01
9.999974813845952104e-01,-1.802206213861331466e-04,2.237128738831703836e-03,2.659636254423646483e-04,9.992629377329877993e-01,-3.838633267960935014e-02,-2.228561826923607710e-03,3.838683099407046856e-02,9.992604689060889944e-01
9.999970346445695712e-01,-2.781214193387148369e-04,2.419369865056044365e-03,3.536815606116353516e-04,9.995103736733034205e-01,-3.128718313954741148e-02,-2.409483642094215061e-03,3.128794604843853494e-02,9.995075081362064795e-01
9.999965478737010693e-01,-3.301548555569249854e-04,2.606767817121377791e-03,3.860476266314716320e-04,9.997694162938753903e-01,-2.147010038714368407e-02,-2.599078281044989690e-03,2.147103260617445886e-02,9.997660924190788778e-01
9.999960018695261965e-01,-4.160104978489567447e-04,2.796994856735421885e-03,4.400495134314509203e-04,9.999629270316819918e-01,-8.599471998745432735e-03,-2.793313693206276628e-03,8.600668433160136780e-03,9.999591121146478301e-01
9.999954088980190781e-01,-4.813708999191904981e-04,2.991732765626165316e-03,4.585169571801351327e-04,9.999707476189094724e-01,7.635029055603044512e-03,-2.995320531126588991e-03,-7.633622242201645522e-03,9.999663773679492440e-01
9.999947551420413916e-01,-5.839895477935824492e-04,3.185693741949032886e-03,4.959764209519874293e-04,9.996200615190375949e-01,2.755878473493003286e-02,-3.200577416542997600e-03,-2.755706016403821484e-02,9.996151082988476988e-01
9.999940510120030046e-01,-7.162925460951003387e-04,3.374146646570471385e-03,5.416177271437919985e-04,9.986734695457029076e-01,5.148793912933932737e-02,-3.406551165298675205e-03,-5.148580533056969916e-02,9.986679164059599767e-01
9.999933051774801962e-01,-8.660755711732673248e-04,3.555209322210944704e-03,5.799287048766204591e-04,9.968177262689613682e-01,7.971251017673447459e-02,-3.612932730757500207e-03,-7.970991474768843177e-02,9.968115550132832237e-01
9.999925242337326381e-01,-1.074323638907783741e-03,3.714472421104036103e-03,6.488510384611865861e-04,9.936285018806114699e-01,1.127030578237430969e-01,-3.811885226255690932e-03,-1.126998051427373915e-01,9.936217708221833922e-01
9.999917299753534605e-01,-1.375250674349895973e-03,3.827357637228412379e-03,7.827379910802439522e-04,9.885781010484782083e-01,1.507074167007792231e-01,-3.990902421491935269e-03,-1.507031745285005164e-01,9.885710019441673602e-01
9.999909880132553663e-01,-1.781826348145995782e-03,3.853438352835972941e-03,1.000593089391819176e-03,9.810093709921106075e-01,1.939577604509100661e-01,-4.125858182671322122e-03,-1.939521567823575543e-01,9.810023130317931939e-01
9.999903207451487086e-01,-2.200235666050030705e-03,3.810167847912272667e-03,1.212132583263049500e-03,9.702381018058136020e-01,2.421498638010152471e-01,-4.229556787184119739e-03,-2.421429015421751041e-01,9.702313776013011815e-01
