-1.076107555530717796e+00,8.604618121375665063e-02,4.528639621923589154e+00
-1.603075447456152380e+00,-3.924023793174793301e-02,4.977226481660403934e+00
-5.359958971377828396e-01,-2.364748799586179756e-02,1.818370454880518627e+00
-3.378911739786468749e-01,-2.720292851391243813e-02,1.156615667057715013e+00
-2.232881304349227380e-01,-8.141552645842832503e-02,8.594021156434388242e-01
-1.639633808951609373e+00,-3.064998021103293099e-02,4.567378239388303562e+00
-1.586371752267700774e+00,-3.156175628510833608e-02,4.347918173185067126e+00
-1.523471185263447492e+00,-3.316443599084886729e-02,4.122422815500433657e+00
-1.461085129130013094e+00,-3.518822912485798649e-02,3.910205022818564746e+00
-1.405604124612890971e+00,-3.730663685135662822e-02,3.720107454700429805e+00
-1.338871136442987941e+00,-3.924307437679576405e-02,3.504927708671600861e+00
-1.302481831124279621e+00,-4.115837377889991489e-02,3.371044239636697082e+00
-1.276171590199994155e+00,-4.303821371777943189e-02,3.266109041633769472e+00
-1.257971257501857787e+00,-4.497103206687286941e-02,3.178342396212904930e+00
-1.254351244424768419e+00,-4.672805647129171097e-02,3.125080396009595418e+00
-1.258580716668422639e+00,-4.798880608476830539e-02,3.089825621169892678e+00
-1.271207644612648346e+00,-4.857278533451294539e-02,3.072234020197979198e+00
-1.035969160813100975e+00,-5.055147349751784591e-02,2.539048355149416292e+00
-1.476181679337402519e+00,-5.759299699591541311e-02,3.706765459273774876e+00
-1.164574945102541559e+00,-4.458430587505508164e-02,3.080408346290116395e+00
-4.096003832850474424e-01,6.465411469370549447e-02,1.202970559488582003e+00
-3.653920388469389935e-01,6.511636334079036470e-02,1.106551560681268143e+00
-2.071533519660553324e-01,7.352749107132847128e-02,8.887981381686879123e-01
1.651556510888130547e-01,8.234518065387415320e-02,6.280725509784685912e-01
2.675543218781735733e-01,9.903922283036754870e-02,4.896637201630123504e-01
3.739864870007674758e-01,4.845417935525990483e-02,8.779294537891968453e-01
7.082396991768038497e-01,1.503027008752972661e-02,3.516086953649313340e+00
1.732123727424883297e+00,9.890087392980985437e-02,1.030547445271744422e+01
2.485361383946161240e+00,9.778807374106118777e-02,2.275004804610217235e+01
3.113906716803399810e+00,8.541354888760609165e-02,2.706134480041891877e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
