2.742317605309822942e-19,3.765027004982796293e-18,2.999999999999999889e-01
-1.112305707999655929e-04,-1.164475790226589365e-05,2.999510779020195250e-01
-4.441201349208760631e-04,-4.834245754446685173e-05,2.998028136505984098e-01
-9.970507329169629902e-04,-1.132834176493198653e-04,2.995524592253527851e-01
-1.768202597322756763e-03,-2.091211196135070525e-04,2.991980861806093350e-01
-2.755608176315228145e-03,-3.381228083703999147e-04,2.987383600077754275e-01
-3.957398200168667224e-03,-5.022396274739924973e-04,2.981719183030673292e-01
-5.371818228218326607e-03,-7.032072965254430527e-04,2.974972776378486117e-01
-6.997225292735469691e-03,-9.426222689703341257e-04,2.967128022810711641e-01
-8.832082566964940054e-03,-1.221994771757507195e-03,2.958166899160410979e-01
-1.087495204794887947e-02,-1.542786624120008479e-03,2.948069696086563773e-01
-1.312448493742570700e-02,-1.906440078539216277e-03,2.936815094183394814e-01
-1.557941006341662452e-02,-2.314400565373340903e-03,2.924380318232320253e-01
-1.823851985139217022e-02,-2.768135338555717442e-03,2.910741355263914421e-01
-2.110065405883219947e-02,-3.269149629045655248e-03,2.895873222476985087e-01
-2.416468121179234790e-02,-3.819000520756627402e-03,2.879750274420787570e-01
-2.742947722025622023e-02,-4.419309746966340081e-03,2.862346538909844029e-01
-3.089390170638279740e-02,-5.071776218862561816e-03,2.843636073001875042e-01
-3.455677119855972423e-02,-5.778188776594227367e-03,2.823593334809362809e-01
-3.841682867488774300e-02,-6.540439475726452477e-03,2.802193566896865606e-01
-4.247270956316966106e-02,-7.360538191722175265e-03,2.779413190044602300e-01
-4.672290323436947140e-02,-8.240628959047095053e-03,2.755230210002020397e-01
-5.116570708704302334e-02,-9.183004184453856522e-03,2.729624680546335891e-01
-5.580416542741249014e-02,-1.012912059133194709e-02,2.702200120323595134e-01
-6.064152047116046218e-02,-1.101850355129993173e-02,2.672554929356031339e-01
-6.567626433823410548e-02,-1.184953919067928407e-02,2.640659774273890759e-01
-7.090669821785890170e-02,-1.262041775615692536e-02,2.606484539503269304e-01
-7.633093314327021872e-02,-1.332918205413281994e-02,2.569998450321627770e-01
-8.194685159752856940e-02,-1.397373891476123495e-02,2.531170356700933044e-01
