-1.113072829099971850e+00,-5.935793917443972223e-01,7.391945366449721000e+00
-1.047464738544710450e+00,-5.870361506875484414e-01,7.012878448087966454e+00
-9.894266146697725528e-01,-5.820860113597782215e-01,6.683742187277842639e+00
-9.383967363850936882e-01,-5.788698338842636071e-01,6.402689591265178670e+00
-8.938484081178920126e-01,-5.775624358902478050e-01,6.167507486100339165e+00
-8.552908105277007289e-01,-5.783637588027785714e-01,5.975841127788021900e+00
-8.222664898368302611e-01,-5.814962375017859175e-01,5.825321019619509322e+00
-7.943520758147704086e-01,-5.872046975836193727e-01,5.713644376938847635e+00
-7.711382174133121215e-01,-5.957482589017115693e-01,5.638487416863998014e+00
-1.053385401883540462e+00,4.243731171489551479e-01,4.676218740427686704e+00
-1.032669537689577810e+00,4.149084392705145174e-01,4.640006093313203017e+00
-1.018848274596359404e+00,4.078330811332327999e-01,4.634596436881577297e+00
-1.011537439797860483e+00,4.027931029591379497e-01,4.658508885727994375e+00
-1.010340765027298859e+00,3.994417199384430739e-01,4.710079867197339176e+00
-1.014935361933242186e+00,3.974598720290151155e-01,4.787771353104819383e+00
-1.025048993915221418e+00,3.965497034183166347e-01,4.890101598246137549e+00
-1.040435771908811535e+00,3.964296798681453127e-01,5.015579357944856653e+00
-1.060849307728822355e+00,3.968312407004663811e-01,5.162644006113715101e+00
-1.086077089875988611e+00,3.975023442285690045e-01,5.329824390956168223e+00
-5.719658049954421397e-01,4.784120397516927192e-01,4.778502923445247852e+00
-5.811663280939419751e-01,4.815228583979211940e-01,4.976387053576893926e+00
-5.923457625452646091e-01,4.850194663064104628e-01,5.195759815336147724e+00
-6.053208577932857049e-01,4.885657807878485692e-01,5.434650854297288447e+00
-6.200005199077504026e-01,4.918769857978392834e-01,5.691570561982711496e+00
-6.362559739918401958e-01,4.946875763132342341e-01,5.964857950327455249e+00
-6.539005254556867763e-01,4.967496291990349810e-01,6.252654723475134624e+00
-6.726676271955391861e-01,4.978309316695123110e-01,6.552874967696231678e+00
-6.921900322875634837e-01,4.977124528840065065e-01,6.863165467993863622e+00
-7.119841092593554022e-01,4.961849995950531889e-01,7.180849110296691151e+00
-7.293845067549883376e-01,4.923810774101293197e-01,7.500412380580625538e+00
3.444749151150129585e+00,3.737679169370307086e-01,7.519808832839830259e+00
3.086108364372810442e+00,3.744895918250939482e-01,7.898297128763496211e+00
2.754824530974164354e+00,3.747195607869717726e-01,8.295952991480969985e+00
2.490573683681581496e+00,3.751708674752611827e-01,8.717159685700142546e+00
2.278234954676853441e+00,3.762404037969842019e-01,9.149349883504129366e+00
2.105538212307442425e+00,3.782085252644493689e-01,9.580633278667706421e+00
1.965956516586256475e+00,3.813689526529977503e-01,1.000353277212415470e+01
1.856276033617555443e+00,3.860534050956575536e-01,1.041545471133687251e+01
1.774604788951815726e+00,3.926517827911424341e-01,1.081812737601774188e+01
1.719520597108785021e+00,4.016478183197390583e-01,1.121653988063432017e+01
1.690408462654406030e+00,4.136789851168169996e-01,1.161789668722623858e+01
1.688317568912801825e+00,4.296603619342302394e-01,1.203075326231853204e+01
1.716407965892727150e+00,4.510275197355204657e-01,1.246392714570351501e+01
1.779617412309799862e+00,4.801397161466809393e-01,1.292473441244789356e+01
1.883807500988259997e+00,5.208494047388668724e-01,1.341647400185337879e+01
2.034929330508610246e+00,5.791206811766240747e-01,1.393571515716470088e+01
2.239367951268119494e+00,6.632696511721541954e-01,1.447128654540657955e+01
2.506805585613715692e+00,7.830227332808916696e-01,1.500835218298415796e+01
2.835866128971099798e+00,9.476717982190900891e-01,1.552150937699973632e+01
3.224764131157586533e+00,1.160801212506995306e+00,1.597478543280688612e+01
3.668843267242742456e+00,1.415310460007102700e+00,1.633948429718065753e+01
4.161199971382115059e+00,1.693690679226155016e+00,1.659822346411066363e+01
4.694461536435643012e+00,1.972813091932979379e+00,1.674322182832851880e+01
5.260967816209968007e+00,2.226954943663217446e+00,1.677453642821262036e+01
5.854209027677194754e+00,2.428264438696120742e+00,1.670263719630409938e+01
6.523124245525396603e+00,2.612037966551488566e+00,1.656185475315422551e+01
7.545780110262017892e+00,3.146903183741427412e+00,1.637056362730934822e+01
8.805330723759645650e+00,3.995468887449150852e+00,1.614013977073364003e+01
9.953078041929746433e+00,4.045396495102886014e+00,1.579939330689357746e+01
1.057195534977254248e+01,4.242343543779435677e+00,1.532961307646527160e+01
