0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01
-1.420840313635066577e-04,2.695118989788268676e-05,2.005226607459958399e-01
-5.590948924628464604e-04,1.073201056263649230e-04,2.019654964974011147e-01
-1.232410490115172378e-03,2.400730551470235208e-04,2.040981667609529093e-01
-2.143617540377275050e-03,4.240951458042851877e-04,2.067293967939650423e-01
-3.275372173469562418e-03,6.582805834056778454e-04,2.097039813134333464e-01
-4.611998031626938013e-03,9.416075135021531378e-04,2.128979549880654076e-01
-6.139797044593239481e-03,1.273189581975262561e-03,2.162132559327868964e-01
-7.847114838642048687e-03,1.652303604887443451e-03,2.195726860523900259e-01
-9.724238672429134575e-03,2.078397923244355155e-03,2.229155542101481091e-01
-1.176320566431024277e-02,2.551087869236133218e-03,2.261941102598517273e-01
-1.395757962400336408e-02,3.070144202732597982e-03,2.293707248260035969e-01
-1.630223214590947184e-02,3.635478797548088916e-03,2.324157043471059558e-01
-1.879314575429526582e-02,4.247130234969101470e-03,2.353056167734786097e-01
-2.142724542859713449e-02,4.905250709398942255e-03,2.380220138839369004e-01
-2.420225854987047981e-02,5.610094827822550458e-03,2.405504555692267177e-01
-2.711660039802998509e-02,6.362010405831610045e-03,2.428797615774360152e-01
-3.016928133582439872e-02,7.161431116091391928e-03,2.450014337962964084e-01
-3.335983178615001959e-02,8.008870738157891980e-03,2.469092062653101549e-01
-3.668824149459586070e-02,8.904918728253092761e-03,2.485986909497408248e-01
-4.015491008115312094e-02,9.850236834963376278e-03,2.500670954213926045e-01
-4.376060638742607090e-02,1.084555650950320624e-02,2.513129945779735142e-01
-4.750643456289600081e-02,1.189167688521812656e-02,2.523361429179921123e-01
-5.139380519033699690e-02,1.298946312445242203e-02,2.531373170889777979e-01
-5.542441002909737069e-02,1.413984494915990903e-02,2.537181807603574035e-01
-5.960019916558160352e-02,1.534381518380625517e-02,2.540811655736283647e-01
-6.392335951493129109e-02,1.660242814516732501e-02,2.542293631642408847e-01
-6.839629372870706381e-02,1.791679771394074847e-02,2.541664241590976814e-01
-7.302159864197366179e-02,1.928809491823300221e-02,2.538964607259461825e-01
-7.780204245567788612e-02,2.071754482874377246e-02,2.534239499870941659e-01
-8.274134402394123233e-02,2.220642248758350479e-02,2.527542241711502879e-01
-9.127567083901134970e-02,2.497905950076503498e-02,2.514276911090020938e-01
-9.882450360060275607e-02,2.782472801701734930e-02,2.502134296570755478e-01
-1.054511196943760526e-01,3.074572823598666071e-02,2.491223221897278794e-01
-1.112078386382497480e-01,3.374447827282848339e-02,2.481754905588219040e-01
-1.161380950872072659e-01,3.682351424702826059e-02,2.474010642790474834e-01
-1.202772120739788453e-01,3.998550810553338358e-02,2.468335429561970829e-01
-1.236531840044463731e-01,4.323328917971662466e-02,2.465125731654131402e-01
-1.262873281215391441e-01,4.656986802152306149e-02,2.464814826367578426e-01
