1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-4.601778172457477525e-17,-1.384501124184704646e-17,4.601778172457477525e-17,1.000000000000000000e+00,2.258091755357341424e-17,1.384501124184704646e-17,-2.258091755357341424e-17,1.000000000000000000e+00
9.999999653454232362e-01,-2.602415144781389418e-04,-3.979328959177493420e-05,2.602353049831171482e-04,9.999999539755634048e-01,-1.559694087178668939e-04,3.983387747576489662e-05,1.559590476938790132e-04,9.999999870450186901e-01
9.999996937125316121e-01,-7.750111916835176204e-04,-1.092359241462729960e-04,7.749603622289101632e-04,9.999995917939314971e-01,-4.645948727782781744e-04,1.095959457866565220e-04,4.645100769661753047e-04,9.999998861095504843e-01
9.999987968966446150e-01,-1.538465470867051875e-03,-1.983159359838694721e-04,1.538281865488128498e-03,9.999983911794013691e-01,-9.226740741245777417e-04,1.997351191614832094e-04,9.223678982386076261e-04,9.999995546715632067e-01
9.999967181531961291e-01,-2.544679841131177941e-03,-2.971315828308858332e-04,2.544223268407927799e-03,9.999955975906313910e-01,-1.526999375599890621e-03,3.010159993632615413e-04,1.526238395117683220e-03,9.999987899921021217e-01
9.999927484720354531e-01,-3.787649076104356895e-03,-3.958754617140135528e-04,3.786739249455539028e-03,9.999902440655222824e-01,-2.274286490380522142e-03,4.044857989651897984e-04,2.272770921140177935e-03,9.999973354481587196e-01
9.999860418165749110e-01,-5.261284986355078963e-03,-4.848209295662233220e-04,5.259726757434060075e-03,9.999811710951044263e-01,-3.161127706525763796e-03,5.014433952461916410e-04,3.158533557236272143e-03,9.999948860968899123e-01
9.999756294135068169e-01,-6.959404569944848892e-03,-5.543150442675898052e-04,6.957025538856422518e-03,9.999670465230142691e-01,-4.183976706508700343e-03,5.834147654251343887e-04,4.180018356507469134e-03,9.999910934968615495e-01
9.999604330997983181e-01,-8.875724179735656680e-03,-5.947702852003981279e-04,8.872423796076370564e-03,9.999463853367654975e-01,-5.339151919670803367e-03,6.421272386614311533e-04,5.333663611792903436e-03,9.999855697477973981e-01
9.999392776434997687e-01,-1.100387083300124157e-02,-5.965288755714655148e-04,1.099968092504360027e-02,9.999175685082698495e-01,-6.622929878967048073e-03,6.693575712130409331e-04,6.615966091592989304e-03,9.999778902310847428e-01
9.999060643171931995e-01,-1.369505299975466543e-02,-5.550259110231732474e-04,1.369018919688046176e-02,9.998744273348679767e-01,-7.981745847042129305e-03,6.642666535990569832e-04,7.973397666444306114e-03,9.999679913257044639e-01
9.998563036800522941e-01,-1.694580777276502928e-02,-4.599649906870179788e-04,1.694073000584636265e-02,9.998121893115307079e-01,-9.412637405362743112e-03,6.193833596027636251e-04,9.403492701416745272e-03,9.999555943558754434e-01
9.997846003693482420e-01,-2.075240275582063837e-02,-3.010007946077374085e-04,2.074788400455880588e-02,9.997251821930802640e-01,-1.091262328277477212e-02,5.273812468639278977e-04,1.090402757900327257e-02,9.999404102459106269e-01
9.996846717656228121e-01,-2.511080193190714030e-02,-6.772258908733513210e-05,2.510800194384553777e-02,9.996068563294884246e-01,-1.247881915613121249e-02,3.810491519860852334e-04,1.247318385558870459e-02,9.999221342048462136e-01
9.995493675604280037e-01,-3.001664522049334732e-02,2.503763362744711217e-04,3.001718944589639587e-02,9.994498072270183719e-01,-1.410854428357709994e-02,1.732526367416668670e-04,1.410970211513410885e-02,9.999004381789092788e-01
9.993706927093672920e-01,-3.546515941823290274e-02,6.639341202401670286e-04,3.547122369670249048e-02,9.992458012374633158e-01,-1.579939112113259644e-02,-1.031053823235641206e-04,1.581299901551128442e-02,9.998749613846217299e-01
9.991398331726435433e-01,-4.145108809734415062e-02,1.183525484705628657e-03,4.146548580425314656e-02,9.989858041120882604e-01,-1.754925362710684986e-02,-4.548893903981978608e-04,1.758323382003927626e-02,9.998452994968143326e-01
9.988471856996329334e-01,-4.796862171667476415e-02,1.819465352834504380e-03,4.799489165210056585e-02,9.986600162497236699e-01,-1.935618183829180411e-02,-8.885377786607435296e-04,1.942119283107505284e-02,9.998109959975614025e-01
9.984823936424235269e-01,-5.501131391939999976e-02,2.581512139790161000e-03,5.505380425032514735e-02,9.982579210641238099e-01,-2.121793784595342805e-02,-1.409788086427993595e-03,2.132785948721570290e-02,9.997715413221347491e-01
9.980343928704198397e-01,-6.257196545027093881e-02,3.478327956687256133e-03,6.263590301813531935e-02,9.977683493974357498e-01,-2.313143949715975450e-02,-2.023185618203803948e-03,2.330384047260495098e-02,9.997263813901084983e-01
9.975200979580698402e-01,-7.023705596629448156e-02,4.517609601484801757e-03,7.032868151210122654e-02,9.972087239314999518e-01,-2.507261521596823584e-02,-2.743972652586339038e-03,2.532815523573708066e-02,9.996754248503859630e-01
9.969374278228264608e-01,-7.799489231508520415e-02,5.706145478084731666e-03,7.812145391825811580e-02,9.965771917385238821e-01,-2.703585673216770888e-02,-3.577955238755725111e-03,2.739883001775756180e-02,9.996181782088875423e-01
9.962845564904493356e-01,-8.583339168477371883e-02,7.050484279304790325e-03,8.600320613668745173e-02,9.958722581384006345e-01,-2.901537236735665659e-02,-4.530893322978460196e-03,2.951393186298783763e-02,9.995540999148334604e-01
9.955599272601823868e-01,-9.374010917771030682e-02,8.556912131518473047e-03,9.396261836647096244e-02,9.950928105759482278e-01,-3.100519513533157856e-02,-5.608490711931114585e-03,3.167155996345308311e-02,9.994825946018360829e-01
9.947622681403205380e-01,-1.017022347723722658e-01,1.023144717870540232e-02,1.019880568744002264e-01,9.942381434222834491e-01,-3.299920370542578502e-02,-6.816401528642265957e-03,3.386984849261842623e-02,9.994030066924148858e-01
9.938906084608345459e-01,-1.097065762794822708e-01,1.207983059618593716e-02,1.100675510203641128e-01,9.933079839458007765e-01,-3.499113950477240192e-02,-8.160233197724513221e-03,3.610696273439819443e-02,9.993146138962506475e-01
9.929442969708720534e-01,-1.177395320610077761e-01,1.410751745788879630e-02,1.181887593936714609e-01,9.923025196647806689e-01,-3.697462353028505705e-02,-9.645549273579008195e-03,3.838109207411086882e-02,9.992166205653517652e-01
9.919230219504389101e-01,-1.257870534634715209e-01,1.631966943753864266e-02,1.263389251019866599e-01,9.912224275601964063e-01,-3.894317429158920818e-02,-1.127787412283439220e-02,4.069044124315644023e-02,9.991081508819129597e-01
9.908268331171541377e-01,-1.338346015961647539e-01,1.872115494265479824e-02,1.345048251197307199e-01,9.900689049806438158e-01,-4.089022710558253698e-02,-1.306270491614553407e-02,4.303322063153366961e-02,9.989882417812951942e-01
9.886553202592929246e-01,-1.483632580759186859e-01,2.343057468670400184e-02,1.492857857548656741e-01,9.877990720987925855e-01,-4.434791588918546301e-02,-1.656509616008506117e-02,4.734265677549689272e-02,9.987413425606398443e-01
9.862597498963003861e-01,-1.626595686560240450e-01,2.887136725177355187e-02,1.639021045326720660e-01,9.853210241735864683e-01,-4.773431541830462643e-02,-2.068311820084022673e-02,5.181051538646157251e-02,9.984427260625030609e-01
